title,author,school,sentence_spacy,sentence_str,original_publication_date,corpus_edition_date,sentence_length,sentence_lowered,tokenized_txt,lemmatized_str
The Search After Truth,Malebranche,rationalism,"Hence, they hardly amuse themselves with sciences that appear vain and sterile for their salvation.","Hence, they hardly amuse themselves with sciences that appear vain and sterile for their salvation.",1674,1997,99,"hence, they hardly amuse themselves with sciences that appear vain and sterile for their salvation.","['hence', 'they', 'hardly', 'amuse', 'themselves', 'with', 'sciences', 'that', 'appear', 'vain', 'and', 'sterile', 'for', 'their', 'salvation']"," hence , -PRON- hardly amuse -PRON- with science that appear vain and sterile for -PRON- salvation ."
The Search After Truth,Malebranche,rationalism,"But what cannot be approved is this: it is established that there are purely human sciences, quite certain and quite useful, that detach the mind from sensible things and gradually accustom or prepare it to taste the truths of the Gospel; and yet some people of piety, without having examined them, condemn these sciences too freely as being either useless or uncertain.","But what cannot be approved is this: it is established that there are purely human sciences, quite certain and quite useful, that detach the mind from sensible things and gradually accustom or prepare it to taste the truths of the Gospel; and yet some people of piety, without having examined them, condemn these sciences too freely as being either useless or uncertain.",1674,1997,370,"but what cannot be approved is this: it is established that there are purely human sciences, quite certain and quite useful, that detach the mind from sensible things and gradually accustom or prepare it to taste the truths of the gospel; and yet some people of piety, without having examined them, condemn these sciences too freely as being either useless or uncertain.","['but', 'what', 'cannot', 'be', 'approved', 'is', 'this', 'it', 'is', 'established', 'that', 'there', 'are', 'purely', 'human', 'sciences', 'quite', 'certain', 'and', 'quite', 'useful', 'that', 'detach', 'the', 'mind', 'from', 'sensible', 'things', 'and', 'gradually', 'accustom', 'or', 'prepare', 'it', 'to', 'taste', 'the', 'truths', 'of', 'the', 'gospel', 'and', 'yet', 'some', 'people', 'of', 'piety', 'without', 'having', 'examined', 'them', 'condemn', 'these', 'sciences', 'too', 'freely', 'as', 'being', 'either', 'useless', 'or', 'uncertain']"," but what can not be approve be this : -PRON- be establish that there be purely human science , quite certain and quite useful , that detach the mind from sensible thing and gradually accustom or prepare -PRON- to taste the truth of the Gospel ; and yet some people of piety , without have examine -PRON- , condemn these science too freely as be either useless or uncertain ."
The Search After Truth,Malebranche,rationalism,It is true that the majority of sciences are very uncertain and quite useless.,It is true that the majority of sciences are very uncertain and quite useless.,1674,1997,78,it is true that the majority of sciences are very uncertain and quite useless.,"['it', 'is', 'true', 'that', 'the', 'majority', 'of', 'sciences', 'are', 'very', 'uncertain', 'and', 'quite', 'useless']", -PRON- be true that the majority of science be very uncertain and quite useless .
The Search After Truth,Malebranche,rationalism,"The science of man, or of oneself, is a science that cannot reasonably be depreciated.","The science of man, or of oneself, is a science that cannot reasonably be depreciated.",1674,1997,86,"the science of man, or of oneself, is a science that cannot reasonably be depreciated.","['the', 'science', 'of', 'man', 'or', 'of', 'oneself', 'is', 'science', 'that', 'cannot', 'reasonably', 'be', 'depreciated']"," the science of man , or of oneself , be a science that can not reasonably be depreciate ."
The Search After Truth,Malebranche,rationalism,But the science of man is not only estimable because it raises us above others; it is even more so because it lowers and humbles us before God.,But the science of man is not only estimable because it raises us above others; it is even more so because it lowers and humbles us before God.,1674,1997,143,but the science of man is not only estimable because it raises us above others; it is even more so because it lowers and humbles us before god.,"['but', 'the', 'science', 'of', 'man', 'is', 'not', 'only', 'estimable', 'because', 'it', 'raises', 'us', 'above', 'others', 'it', 'is', 'even', 'more', 'so', 'because', 'it', 'lowers', 'and', 'humbles', 'us', 'before', 'god']", but the science of man be not only estimable because -PRON- raise -PRON- above other ; -PRON- be even more so because -PRON- lower and humble -PRON- before God .
The Search After Truth,Malebranche,rationalism,"This science makes us perfectly aware of our dependence upon Him in all things, even in our most ordinlll)' actions; it makes manifest to us the corruption of our nature; it disposes us to have recourse to Him who alone can cure us, to attach ourselves to Him, to mistrust ourselves and to look beyond ourselves; It thus disposes the mind in several quite proper ways to submit to the grace of the Gospel.","This science makes us perfectly aware of our dependence upon Him in all things, even in our most ordinlll)' actions; it makes manifest to us the corruption of our nature; it disposes us to have recourse to Him who alone can cure us, to attach ourselves to Him, to mistrust ourselves and to look beyond ourselves; It thus disposes the mind in several quite proper ways to submit to the grace of the Gospel.",1674,1997,405,"this science makes us perfectly aware of our dependence upon him in all things, even in our most ordinlll)' actions; it makes manifest to us the corruption of our nature; it disposes us to have recourse to him who alone can cure us, to attach ourselves to him, to mistrust ourselves and to look beyond ourselves; it thus disposes the mind in several quite proper ways to submit to the grace of the gospel.","['this', 'science', 'makes', 'us', 'perfectly', 'aware', 'of', 'our', 'dependence', 'upon', 'him', 'in', 'all', 'things', 'even', 'in', 'our', 'most', 'ordinlll', 'actions', 'it', 'makes', 'manifest', 'to', 'us', 'the', 'corruption', 'of', 'our', 'nature', 'it', 'disposes', 'us', 'to', 'have', 'recourse', 'to', 'him', 'who', 'alone', 'can', 'cure', 'us', 'to', 'attach', 'ourselves', 'to', 'him', 'to', 'mistrust', 'ourselves', 'and', 'to', 'look', 'beyond', 'ourselves', 'it', 'thus', 'disposes', 'the', 'mind', 'in', 'several', 'quite', 'proper', 'ways', 'to', 'submit', 'to', 'the', 'grace', 'of', 'the', 'gospel']"," this science make -PRON- perfectly aware of -PRON- dependence upon -PRON- in all thing , even in -PRON- most ordinlll ) ' action ; -PRON- make manifest to -PRON- the corruption of -PRON- nature ; -PRON- dispose -PRON- to have recourse to -PRON- who alone can cure -PRON- , to attach -PRON- to -PRON- , to mistrust -PRON- and to look beyond -PRON- ; -PRON- thus dispose the mind in several quite proper way to submit to the grace of the Gospel ."
The Search After Truth,Malebranche,rationalism,"Everyone should have learned these sciences in his youth; they detach the mind from sensible things, and they prevent it from becoming soft and effeminate.","Everyone should have learned these sciences in his youth; they detach the mind from sensible things, and they prevent it from becoming soft and effeminate.",1674,1997,155,"everyone should have learned these sciences in his youth; they detach the mind from sensible things, and they prevent it from becoming soft and effeminate.","['everyone', 'should', 'have', 'learned', 'these', 'sciences', 'in', 'his', 'youth', 'they', 'detach', 'the', 'mind', 'from', 'sensible', 'things', 'and', 'they', 'prevent', 'it', 'from', 'becoming', 'soft', 'and', 'effeminate']"," everyone should have learn these science in -PRON- youth ; -PRON- detach the mind from sensible thing , and -PRON- prevent -PRON- from become soft and effeminate ."
The Search After Truth,Malebranche,rationalism,"Virtuous people should not belittle these sciences, or regard them as uncertain or useless, unless they are sure they have studied them sufficiently to make solid judgments about them.","Virtuous people should not belittle these sciences, or regard them as uncertain or useless, unless they are sure they have studied them sufficiently to make solid judgments about them.",1674,1997,184,"virtuous people should not belittle these sciences, or regard them as uncertain or useless, unless they are sure they have studied them sufficiently to make solid judgments about them.","['virtuous', 'people', 'should', 'not', 'belittle', 'these', 'sciences', 'or', 'regard', 'them', 'as', 'uncertain', 'or', 'useless', 'unless', 'they', 'are', 'sure', 'they', 'have', 'studied', 'them', 'sufficiently', 'to', 'make', 'solid', 'judgments', 'about', 'them']"," virtuous people should not belittle these science , or regard -PRON- as uncertain or useless , unless -PRON- be sure -PRON- have study -PRON- sufficiently to make solid judgment about -PRON- ."
The Search After Truth,Malebranche,rationalism,"All the human sciences cannot content man's desile, yet the capacity of his mind is so restricted that it cannot perfectly comprehend a single panicular science.","All the human sciences cannot content man's desile, yet the capacity of his mind is so restricted that it cannot perfectly comprehend a single panicular science.",1674,1997,161,"all the human sciences cannot content man's desile, yet the capacity of his mind is so restricted that it cannot perfectly comprehend a single panicular science.","['all', 'the', 'human', 'sciences', 'cannot', 'content', 'man', 'desile', 'yet', 'the', 'capacity', 'of', 'his', 'mind', 'is', 'so', 'restricted', 'that', 'it', 'cannot', 'perfectly', 'comprehend', 'single', 'panicular', 'science']"," all the human science can not content man 's desile , yet the capacity of -PRON- mind be so restricted that -PRON- can not perfectly comprehend a single panicular science ."
The Search After Truth,Malebranche,rationalism,"The inordinate desire for his own happiness and grandeur causes him to study all the sciences, hoping to fmd his happiness in the moral ones, and searching after this false grandeur in the speculative, and in all those vain and exotic sciences that elevate those who possess them in the minds of those ignorant of them.","The inordinate desire for his own happiness and grandeur causes him to study all the sciences, hoping to fmd his happiness in the moral ones, and searching after this false grandeur in the speculative, and in all those vain and exotic sciences that elevate those who possess them in the minds of those ignorant of them.",1674,1997,319,"the inordinate desire for his own happiness and grandeur causes him to study all the sciences, hoping to fmd his happiness in the moral ones, and searching after this false grandeur in the speculative, and in all those vain and exotic sciences that elevate those who possess them in the minds of those ignorant of them.","['the', 'inordinate', 'desire', 'for', 'his', 'own', 'happiness', 'and', 'grandeur', 'causes', 'him', 'to', 'study', 'all', 'the', 'sciences', 'hoping', 'to', 'fmd', 'his', 'happiness', 'in', 'the', 'moral', 'ones', 'and', 'searching', 'after', 'this', 'false', 'grandeur', 'in', 'the', 'speculative', 'and', 'in', 'all', 'those', 'vain', 'and', 'exotic', 'sciences', 'that', 'elevate', 'those', 'who', 'possess', 'them', 'in', 'the', 'minds', 'of', 'those', 'ignorant', 'of', 'them']"," the inordinate desire for -PRON- own happiness and grandeur cause -PRON- to study all the science , hope to fmd -PRON- happiness in the moral one , and search after this false grandeur in the speculative , and in all those vain and exotic science that elevate those who possess -PRON- in the mind of those ignorant of -PRON- ."
The Search After Truth,Malebranche,rationalism,"How is it that reasonable men apply themselves so vigorously to this science, while remaining in the grossest errors with regard to truths very useful for them to know, unless it is that knowledge of what happens in the heavens seems to them to be something grand?","How is it that reasonable men apply themselves so vigorously to this science, while remaining in the grossest errors with regard to truths very useful for them to know, unless it is that knowledge of what happens in the heavens seems to them to be something grand?",1674,1997,264,"how is it that reasonable men apply themselves so vigorously to this science, while remaining in the grossest errors with regard to truths very useful for them to know, unless it is that knowledge of what happens in the heavens seems to them to be something grand?","['how', 'is', 'it', 'that', 'reasonable', 'men', 'apply', 'themselves', 'so', 'vigorously', 'to', 'this', 'science', 'while', 'remaining', 'in', 'the', 'grossest', 'errors', 'with', 'regard', 'to', 'truths', 'very', 'useful', 'for', 'them', 'to', 'know', 'unless', 'it', 'is', 'that', 'knowledge', 'of', 'what', 'happens', 'in', 'the', 'heavens', 'seems', 'to', 'them', 'to', 'be', 'something', 'grand']"," how be -PRON- that reasonable man apply -PRON- so vigorously to this science , while remain in the gross error with regard to truth very useful for -PRON- to know , unless -PRON- be that knowledge of what happen in the heaven seem to -PRON- to be something grand ?"
The Search After Truth,Malebranche,rationalism,The nobility of a science derives from the nobility of its object; this is a great principle!,The nobility of a science derives from the nobility of its object; this is a great principle!,1674,1997,93,the nobility of a science derives from the nobility of its object; this is a great principle!,"['the', 'nobility', 'of', 'science', 'derives', 'from', 'the', 'nobility', 'of', 'its', 'object', 'this', 'is', 'great', 'principle']", the nobility of a science derive from the nobility of -PRON- object ; this be a great principle !
The Search After Truth,Malebranche,rationalism,The know ledge of the motion of unchangeable and incorruptible bodies is therefore the highest and most sublime of all sciences.,The know ledge of the motion of unchangeable and incorruptible bodies is therefore the highest and most sublime of all sciences.,1674,1997,128,the know ledge of the motion of unchangeable and incorruptible bodies is therefore the highest and most sublime of all sciences.,"['the', 'know', 'ledge', 'of', 'the', 'motion', 'of', 'unchangeable', 'and', 'incorruptible', 'bodies', 'is', 'therefore', 'the', 'highest', 'and', 'most', 'sublime', 'of', 'all', 'sciences']", the know ledge of the motion of unchangeable and incorruptible body be therefore the high and most sublime of all science .
The Search After Truth,Malebranche,rationalism,The major cause that engages men in false ideas is that they have attached the idea of learning to these vain and fruitless studies instead of to solid and necessaey sciences.,The major cause that engages men in false ideas is that they have attached the idea of learning to these vain and fruitless studies instead of to solid and necessaey sciences.,1674,1997,175,the major cause that engages men in false ideas is that they have attached the idea of learning to these vain and fruitless studies instead of to solid and necessaey sciences.,"['the', 'major', 'cause', 'that', 'engages', 'men', 'in', 'false', 'ideas', 'is', 'that', 'they', 'have', 'attached', 'the', 'idea', 'of', 'learning', 'to', 'these', 'vain', 'and', 'fruitless', 'studies', 'instead', 'of', 'to', 'solid', 'and', 'necessaey', 'sciences']", the major cause that engage man in false idea be that -PRON- have attach the idea of learn to these vain and fruitless study instead of to solid and necessaey sciences .
The Search After Truth,Malebranche,rationalism,"For when a man takes it into his head to become learned, and the spirit of polymathy begins to excite him, he hardly ever examines which among the sciences are the most necessaey to him, either for conducting himself as an honest man or for perfecting his reason; he only looks at those accepted as learned in the world, and at whatever they have in them that makes them worthy of consideration.","For when a man takes it into his head to become learned, and the spirit of polymathy begins to excite him, he hardly ever examines which among the sciences are the most necessaey to him, either for conducting himself as an honest man or for perfecting his reason; he only looks at those accepted as learned in the world, and at whatever they have in them that makes them worthy of consideration.",1674,1997,395,"for when a man takes it into his head to become learned, and the spirit of polymathy begins to excite him, he hardly ever examines which among the sciences are the most necessaey to him, either for conducting himself as an honest man or for perfecting his reason; he only looks at those accepted as learned in the world, and at whatever they have in them that makes them worthy of consideration.","['for', 'when', 'man', 'takes', 'it', 'into', 'his', 'head', 'to', 'become', 'learned', 'and', 'the', 'spirit', 'of', 'polymathy', 'begins', 'to', 'excite', 'him', 'he', 'hardly', 'ever', 'examines', 'which', 'among', 'the', 'sciences', 'are', 'the', 'most', 'necessaey', 'to', 'him', 'either', 'for', 'conducting', 'himself', 'as', 'an', 'honest', 'man', 'or', 'for', 'perfecting', 'his', 'reason', 'he', 'only', 'looks', 'at', 'those', 'accepted', 'as', 'learned', 'in', 'the', 'world', 'and', 'at', 'whatever', 'they', 'have', 'in', 'them', 'that', 'makes', 'them', 'worthy', 'of', 'consideration']"," for when a man take -PRON- into -PRON- head to become learn , and the spirit of polymathy begin to excite -PRON- , -PRON- hardly ever examine which among the science be the most necessaey to -PRON- , either for conduct -PRON- as an honest man or for perfect -PRON- reason ; -PRON- only look at those accept as learn in the world , and at whatever -PRON- have in -PRON- that make -PRON- worthy of consideration ."
The Search After Truth,Malebranche,rationalism,"Since all the most solid and most necessaey sciences are rather common, they bring neither admiration nor respect to those who possess them; for people regard common things without attention and emotion, however beautiful and admirable they may be in themselves.","Since all the most solid and most necessaey sciences are rather common, they bring neither admiration nor respect to those who possess them; for people regard common things without attention and emotion, however beautiful and admirable they may be in themselves.",1674,1997,262,"since all the most solid and most necessaey sciences are rather common, they bring neither admiration nor respect to those who possess them; for people regard common things without attention and emotion, however beautiful and admirable they may be in themselves.","['since', 'all', 'the', 'most', 'solid', 'and', 'most', 'necessaey', 'sciences', 'are', 'rather', 'common', 'they', 'bring', 'neither', 'admiration', 'nor', 'respect', 'to', 'those', 'who', 'possess', 'them', 'for', 'people', 'regard', 'common', 'things', 'without', 'attention', 'and', 'emotion', 'however', 'beautiful', 'and', 'admirable', 'they', 'may', 'be', 'in', 'themselves']"," since all the most solid and most necessaey science be rather common , -PRON- bring neither admiration nor respect to those who possess -PRON- ; for people regard common thing without attention and emotion , however beautiful and admirable -PRON- may be in -PRON- ."
The Search After Truth,Malebranche,rationalism,"bose who wish to become learned hardly pause, therefore, to study the sciences necessaey to the conduct of life and the perfection of the mind.","bose who wish to become learned hardly pause, therefore, to study the sciences necessaey to the conduct of life and the perfection of the mind.",1674,1997,143,"bose who wish to become learned hardly pause, therefore, to study the sciences necessaey to the conduct of life and the perfection of the mind.","['bose', 'who', 'wish', 'to', 'become', 'learned', 'hardly', 'pause', 'therefore', 'to', 'study', 'the', 'sciences', 'necessaey', 'to', 'the', 'conduct', 'of', 'life', 'and', 'the', 'perfection', 'of', 'the', 'mind']"," bose who wish to become learn hardly pause , therefore , to study the sciences necessaey to the conduct of life and the perfection of the mind ."
The Search After Truth,Malebranche,rationalism,"This is because these sciences do not evoke in them the idea of the sciences that they have formed, because they are not the ones they have admiml in others and that they hope others will admire in them.","This is because these sciences do not evoke in them the idea of the sciences that they have formed, because they are not the ones they have admiml in others and that they hope others will admire in them.",1674,1997,203,"this is because these sciences do not evoke in them the idea of the sciences that they have formed, because they are not the ones they have admiml in others and that they hope others will admire in them.","['this', 'is', 'because', 'these', 'sciences', 'do', 'not', 'evoke', 'in', 'them', 'the', 'idea', 'of', 'the', 'sciences', 'that', 'they', 'have', 'formed', 'because', 'they', 'are', 'not', 'the', 'ones', 'they', 'have', 'admiml', 'in', 'others', 'and', 'that', 'they', 'hope', 'others', 'will', 'admire', 'in', 'them']"," this be because these science do not evoke in -PRON- the idea of the science that -PRON- have form , because -PRON- be not the one -PRON- have admiml in other and that -PRON- hope other will admire in -PRON- ."
The Search After Truth,Malebranche,rationalism,"They want to possess in themselves the science that they have foolishly admired in others, so that the foolish will not fail to admire it in them.","They want to possess in themselves the science that they have foolishly admired in others, so that the foolish will not fail to admire it in them.",1674,1997,146,"they want to possess in themselves the science that they have foolishly admired in others, so that the foolish will not fail to admire it in them.","['they', 'want', 'to', 'possess', 'in', 'themselves', 'the', 'science', 'that', 'they', 'have', 'foolishly', 'admired', 'in', 'others', 'so', 'that', 'the', 'foolish', 'will', 'not', 'fail', 'to', 'admire', 'it', 'in', 'them']"," -PRON- want to possess in -PRON- the science that -PRON- have foolishly admire in other , so that the foolish will not fail to admire -PRON- in -PRON- ."
The Search After Truth,Malebranche,rationalism,"It is true that the knowledge of all these and other similar things is called science, erudition, and knowledge; usage will have it so; but there is a science according to Scripture that is nothing but folly and stupidity: Doctrina stultorum fatuitas Prov.","It is true that the knowledge of all these and other similar things is called science, erudition, and knowledge; usage will have it so; but there is a science according to Scripture that is nothing but folly and stupidity: Doctrina stultorum fatuitas Prov.",1674,1997,256,"it is true that the knowledge of all these and other similar things is called science, erudition, and knowledge; usage will have it so; but there is a science according to scripture that is nothing but folly and stupidity: doctrina stultorum fatuitas prov.","['it', 'is', 'true', 'that', 'the', 'knowledge', 'of', 'all', 'these', 'and', 'other', 'similar', 'things', 'is', 'called', 'science', 'erudition', 'and', 'knowledge', 'usage', 'will', 'have', 'it', 'so', 'but', 'there', 'is', 'science', 'according', 'to', 'scripture', 'that', 'is', 'nothing', 'but', 'folly', 'and', 'stupidity', 'doctrina', 'stultorum', 'fatuitas', 'prov']"," -PRON- be true that the knowledge of all these and other similar thing be call science , erudition , and knowledge ; usage will have -PRON- so ; but there be a science accord to scripture that be nothing but folly and stupidity : Doctrina stultorum fatuitas Prov ."
The Search After Truth,Malebranche,rationalism,"I have not yet noticed that the Holy Spirit, who praises science so much in the holy writings, says anything on behalf of this false science of which I have just spoken.","I have not yet noticed that the Holy Spirit, who praises science so much in the holy writings, says anything on behalf of this false science of which I have just spoken.",1674,1997,169,"i have not yet noticed that the holy spirit, who praises science so much in the holy writings, says anything on behalf of this false science of which i have just spoken.","['have', 'not', 'yet', 'noticed', 'that', 'the', 'holy', 'spirit', 'who', 'praises', 'science', 'so', 'much', 'in', 'the', 'holy', 'writings', 'says', 'anything', 'on', 'behalf', 'of', 'this', 'false', 'science', 'of', 'which', 'have', 'just', 'spoken']"," -PRON- have not yet notice that the Holy Spirit , who praise science so much in the holy writing , say anything on behalf of this false science of which -PRON- have just speak ."
The Search After Truth,Malebranche,rationalism,"You should not therefore find it a matter for criticism if I speak against the government of the Republic of Letters, and if I try to show that often these great men who are the admiration of others for their profound erudition are at bottom only vain and haughty men, without judgment and without any true science.","You should not therefore find it a matter for criticism if I speak against the government of the Republic of Letters, and if I try to show that often these great men who are the admiration of others for their profound erudition are at bottom only vain and haughty men, without judgment and without any true science.",1674,1997,315,"you should not therefore find it a matter for criticism if i speak against the government of the republic of letters, and if i try to show that often these great men who are the admiration of others for their profound erudition are at bottom only vain and haughty men, without judgment and without any true science.","['you', 'should', 'not', 'therefore', 'find', 'it', 'matter', 'for', 'criticism', 'if', 'speak', 'against', 'the', 'government', 'of', 'the', 'republic', 'of', 'letters', 'and', 'if', 'try', 'to', 'show', 'that', 'often', 'these', 'great', 'men', 'who', 'are', 'the', 'admiration', 'of', 'others', 'for', 'their', 'profound', 'erudition', 'are', 'at', 'bottom', 'only', 'vain', 'and', 'haughty', 'men', 'without', 'judgment', 'and', 'without', 'any', 'true', 'science']"," -PRON- should not therefore find -PRON- a matter for criticism if -PRON- speak against the government of the Republic of Letters , and if -PRON- try to show that often these great man who be the admiration of other for -PRON- profound erudition be at bottom only vain and haughty man , without judgment and without any true science ."
The Search After Truth,Malebranche,rationalism,"Honors and riches as well as virtue and the sciences of which we have just spoken are the principal things that raise us above other men, for it seems that our being is enlarged and becomes independent through the possession of these advantages.","Honors and riches as well as virtue and the sciences of which we have just spoken are the principal things that raise us above other men, for it seems that our being is enlarged and becomes independent through the possession of these advantages.",1674,1997,245,"honors and riches as well as virtue and the sciences of which we have just spoken are the principal things that raise us above other men, for it seems that our being is enlarged and becomes independent through the possession of these advantages.","['honors', 'and', 'riches', 'as', 'well', 'as', 'virtue', 'and', 'the', 'sciences', 'of', 'which', 'we', 'have', 'just', 'spoken', 'are', 'the', 'principal', 'things', 'that', 'raise', 'us', 'above', 'other', 'men', 'for', 'it', 'seems', 'that', 'our', 'being', 'is', 'enlarged', 'and', 'becomes', 'independent', 'through', 'the', 'possession', 'of', 'these', 'advantages']"," honor and rich as well as virtue and the science of which -PRON- have just speak be the principal thing that raise -PRON- above other man , for -PRON- seem that -PRON- being be enlarge and become independent through the possession of these advantage ."
The Search After Truth,Malebranche,rationalism,"The of Pleasure in relation to the S/Jemlati, sciences.","The of Pleasure in relation to the S/Jemlati, sciences.",1674,1997,55,"the of pleasure in relation to the s/jemlati, sciences.","['the', 'of', 'pleasure', 'in', 'relation', 'to', 'the', 'jemlati', 'sciences']"," the of Pleasure in relation to the S / Jemlati , science ."
The Search After Truth,Malebranche,rationalism,", the most fruitful and the most certain, of all sciences.",", the most fruitful and the most certain, of all sciences.",1674,1997,58,", the most fruitful and the most certain, of all sciences.","['the', 'most', 'fruitful', 'and', 'the', 'most', 'certain', 'of', 'all', 'sciences']"," , the most fruitful and the most certain , of all science ."
The Search After Truth,Malebranche,rationalism,"As imperfect as this science has been, it made famous all those who have been instructed in it and who have known how to use it.","As imperfect as this science has been, it made famous all those who have been instructed in it and who have known how to use it.",1674,1997,128,"as imperfect as this science has been, it made famous all those who have been instructed in it and who have known how to use it.","['as', 'imperfect', 'as', 'this', 'science', 'has', 'been', 'it', 'made', 'famous', 'all', 'those', 'who', 'have', 'been', 'instructed', 'in', 'it', 'and', 'who', 'have', 'known', 'how', 'to', 'use', 'it']"," as imperfect as this science have be , -PRON- make famous all those who have be instruct in -PRON- and who have know how to use -PRON- ."
The Search After Truth,Malebranche,rationalism,"In a word, it is a universal science and the key, as it were, to all other sciences.","In a word, it is a universal science and the key, as it were, to all other sciences.",1674,1997,84,"in a word, it is a universal science and the key, as it were, to all other sciences.","['in', 'word', 'it', 'is', 'universal', 'science', 'and', 'the', 'key', 'as', 'it', 'were', 'to', 'all', 'other', 'sciences']"," in a word , -PRON- be a universal science and the key , as -PRON- be , to all other science ."
The Search After Truth,Malebranche,rationalism,"Metaphysics is a similarly abstract science that does not flatter the senses, and to whose study the soul is not drawn by any prevenient pleasure; for the same reason this science is very much neglected, and one often finds people foolish enough to boldly deny common notions.","Metaphysics is a similarly abstract science that does not flatter the senses, and to whose study the soul is not drawn by any prevenient pleasure; for the same reason this science is very much neglected, and one often finds people foolish enough to boldly deny common notions.",1674,1997,276,"metaphysics is a similarly abstract science that does not flatter the senses, and to whose study the soul is not drawn by any prevenient pleasure; for the same reason this science is very much neglected, and one often finds people foolish enough to boldly deny common notions.","['metaphysics', 'is', 'similarly', 'abstract', 'science', 'that', 'does', 'not', 'flatter', 'the', 'senses', 'and', 'to', 'whose', 'study', 'the', 'soul', 'is', 'not', 'drawn', 'by', 'any', 'prevenient', 'pleasure', 'for', 'the', 'same', 'reason', 'this', 'science', 'is', 'very', 'much', 'neglected', 'and', 'one', 'often', 'finds', 'people', 'foolish', 'enough', 'to', 'boldly', 'deny', 'common', 'notions']"," Metaphysics be a similarly abstract science that do not flatter the sense , and to whose study the soul be not draw by any prevenient pleasure ; for the same reason this science be very much neglect , and one often find people foolish enough to boldly deny common notion ."
The Search After Truth,Malebranche,rationalism,"How is it then that no one hesitates at this conclusion, while many people doubt the premiss from which it is drawn, unless it is that the ideas of whole and part are sensible and that one sees, so to speak, with one's eyes that the whole is greater than its part but that we do not see with out eyes the th of the first axiom of all the sciences?","How is it then that no one hesitates at this conclusion, while many people doubt the premiss from which it is drawn, unless it is that the ideas of whole and part are sensible and that one sees, so to speak, with one's eyes that the whole is greater than its part but that we do not see with out eyes the th of the first axiom of all the sciences?",1674,1997,347,"how is it then that no one hesitates at this conclusion, while many people doubt the premiss from which it is drawn, unless it is that the ideas of whole and part are sensible and that one sees, so to speak, with one's eyes that the whole is greater than its part but that we do not see with out eyes the th of the first axiom of all the sciences?","['how', 'is', 'it', 'then', 'that', 'no', 'one', 'hesitates', 'at', 'this', 'conclusion', 'while', 'many', 'people', 'doubt', 'the', 'premiss', 'from', 'which', 'it', 'is', 'drawn', 'unless', 'it', 'is', 'that', 'the', 'ideas', 'of', 'whole', 'and', 'part', 'are', 'sensible', 'and', 'that', 'one', 'sees', 'so', 'to', 'speak', 'with', 'one', 'eyes', 'that', 'the', 'whole', 'is', 'greater', 'than', 'its', 'part', 'but', 'that', 'we', 'do', 'not', 'see', 'with', 'out', 'eyes', 'the', 'th', 'of', 'the', 'first', 'axiom', 'of', 'all', 'the', 'sciences']"," how be -PRON- then that no one hesitate at this conclusion , while many people doubt the premiss from which -PRON- be draw , unless -PRON- be that the idea of whole and part be sensible and that one see , so to speak , with one 's eye that the whole be great than -PRON- part but that -PRON- do not see with out eye the th of the first axiom of all the science ?"
The Search After Truth,Malebranche,rationalism,It is obvious that these conclusions are equally removed from the first principle of all the sciences; they are therefore equally evident in themselves.,It is obvious that these conclusions are equally removed from the first principle of all the sciences; they are therefore equally evident in themselves.,1674,1997,152,it is obvious that these conclusions are equally removed from the first principle of all the sciences; they are therefore equally evident in themselves.,"['it', 'is', 'obvious', 'that', 'these', 'conclusions', 'are', 'equally', 'removed', 'from', 'the', 'first', 'principle', 'of', 'all', 'the', 'sciences', 'they', 'are', 'therefore', 'equally', 'evident', 'in', 'themselves']", -PRON- be obvious that these conclusion be equally remove from the first principle of all the science ; -PRON- be therefore equally evident in -PRON- .
The Search After Truth,Malebranche,rationalism,This is the general principle of all the sciences.,This is the general principle of all the sciences.,1674,1997,50,this is the general principle of all the sciences.,"['this', 'is', 'the', 'general', 'principle', 'of', 'all', 'the', 'sciences']", this be the general principle of all the science .
The Search After Truth,Malebranche,rationalism,"and generally, of all that we perceive, a gross error, which by its consequences destroys the certitude of all the sciences, as is easy to prove.","and generally, of all that we perceive, a gross error, which by its consequences destroys the certitude of all the sciences, as is easy to prove.",1674,1997,145,"and generally, of all that we perceive, a gross error, which by its consequences destroys the certitude of all the sciences, as is easy to prove.","['and', 'generally', 'of', 'all', 'that', 'we', 'perceive', 'gross', 'error', 'which', 'by', 'its', 'consequences', 'destroys', 'the', 'certitude', 'of', 'all', 'the', 'sciences', 'as', 'is', 'easy', 'to', 'prove']"," and generally , of all that -PRON- perceive , a gross error , which by -PRON- consequence destroy the certitude of all the science , as be easy to prove ."
